Num_vuelo,tipo,dia,hora,origen,destino,region
IBB456,AT7,11/11/2017,20:00,TFN,ACE,CANARIAS
IBB456,AT7,13/11/2017,20:00,TFN,ACE,CANARIAS
IBB456,AT7,14/11/2017,20:00,TFN,ACE,CANARIAS
IBB456,AT7,15/11/2017,20:00,TFN,ACE,CANARIAS
IBB486,AT7,10/11/2017,20:35,TFN,ACE,CANARIAS
IBB486,AT7,12/11/2017,20:40,TFN,ACE,CANARIAS
IBE8686,CRK,13/11/2017,14:40,TFN,LEN,LEN
IBB6810,CRK,12/11/2017,12:15,TFN,LIS,PORTUGAL
IBE3945,320,10/11/2017,7:00,TFN,MAD,MAD
IBE3945,320,11/11/2017,7:00,TFN,MAD,MAD
IBE3945,320,12/11/2017,7:00,TFN,MAD,MAD
IBE3945,320,13/11/2017,7:00,TFN,MAD,MAD
IBE3945,320,14/11/2017,7:00,TFN,MAD,MAD
IBE3945,320,15/11/2017,7:00,TFN,MAD,MAD
AEA9045,73H,10/11/2017,7:15,TFN,MAD,MAD
AEA9045,73H,11/11/2017,7:15,TFN,MAD,MAD
AEA9045,73H,12/11/2017,7:15,TFN,MAD,MAD
AEA9045,73H,14/11/2017,7:15,TFN,MAD,MAD
AEA9045,73H,15/11/2017,7:15,TFN,MAD,MAD
AEA9045,73H,13/11/2017,7:15,TFN,MAD,MAD
RYR5279,73H,10/11/2017,9:15,TFN,MAD,MAD
RYR5279,73H,11/11/2017,9:15,TFN,MAD,MAD
RYR5279,73H,12/11/2017,9:15,TFN,MAD,MAD
RYR5279,73H,13/11/2017,9:15,TFN,MAD,MAD
RYR5279,73H,14/11/2017,9:15,TFN,MAD,MAD
RYR5279,73H,15/11/2017,9:15,TFN,MAD,MAD
AEA9047,73H,10/11/2017,9:55,TFN,MAD,MAD
AEA9047,73H,13/11/2017,9:55,TFN,MAD,MAD
AEA9047,73H,14/11/2017,9:55,TFN,MAD,MAD
AEA9047,73H,15/11/2017,9:55,TFN,MAD,MAD
AEA9047,73H,11/11/2017,10:00,TFN,MAD,MAD
AEA9047,73H,12/11/2017,10:00,TFN,MAD,MAD
IBE3943,320,10/11/2017,11:10,TFN,MAD,MAD
IBE3943,320,11/11/2017,11:10,TFN,MAD,MAD
IBE3943,320,12/11/2017,11:10,TFN,MAD,MAD
IBE3943,320,13/11/2017,11:10,TFN,MAD,MAD
IBE3943,320,14/11/2017,11:10,TFN,MAD,MAD
IBE3943,320,15/11/2017,11:10,TFN,MAD,MAD
IBK6307,73H,10/11/2017,11:25,TFN,MAD,MAD
IBK6307,73H,11/11/2017,11:25,TFN,MAD,MAD
IBK6307,73H,13/11/2017,11:25,TFN,MAD,MAD
IBK6307,73H,14/11/2017,11:25,TFN,MAD,MAD
IBK6307,73H,15/11/2017,11:25,TFN,MAD,MAD
IBK6307,73H,12/11/2017,12:00,TFN,MAD,MAD
IBE3937,320,10/11/2017,13:50,TFN,MAD,MAD
IBE3937,320,11/11/2017,13:50,TFN,MAD,MAD
IBE3937,320,12/11/2017,13:50,TFN,MAD,MAD
IBE3937,320,13/11/2017,13:50,TFN,MAD,MAD
IBE3937,320,15/11/2017,13:50,TFN,MAD,MAD
IBE3937,320,14/11/2017,13:50,TFN,MAD,MAD
AEA9049,73H,10/11/2017,14:40,TFN,MAD,MAD
AEA9049,73H,11/11/2017,14:40,TFN,MAD,MAD
AEA9049,73H,12/11/2017,14:40,TFN,MAD,MAD
AEA9049,73H,13/11/2017,14:40,TFN,MAD,MAD
AEA9049,73H,14/11/2017,14:40,TFN,MAD,MAD
AEA9049,73H,15/11/2017,14:40,TFN,MAD,MAD
IBE3955,320,12/11/2017,16:15,TFN,MAD,MAD
IBE3955,320,11/11/2017,16:25,TFN,MAD,MAD
IBE3955,320,10/11/2017,17:30,TFN,MAD,MAD
IBE3955,320,14/11/2017,17:30,TFN,MAD,MAD
AEA9117,332,10/11/2017,17:55,TFN,MAD,MAD
AEA9117,332,11/11/2017,17:55,TFN,MAD,MAD
AEA9117,332,12/11/2017,17:55,TFN,MAD,MAD
AEA9117,332,13/11/2017,17:55,TFN,MAD,MAD
AEA9117,332,14/11/2017,17:55,TFN,MAD,MAD
AEA9117,332,15/11/2017,17:55,TFN,MAD,MAD
IBE3939,320,10/11/2017,18:15,TFN,MAD,MAD
IBE3939,320,12/11/2017,18:15,TFN,MAD,MAD
IBE3939,320,13/11/2017,18:15,TFN,MAD,MAD
IBE3939,320,14/11/2017,18:15,TFN,MAD,MAD
IBE3939,320,15/11/2017,18:15,TFN,MAD,MAD
IBK6309,73H,10/11/2017,18:55,TFN,MAD,MAD
IBK6309,73H,13/11/2017,18:55,TFN,MAD,MAD
IBK6309,73H,15/11/2017,18:55,TFN,MAD,MAD
IBE3939,320,11/11/2017,18:55,TFN,MAD,MAD
IBK6311,73H,12/11/2017,20:55,TFN,MAD,MAD
VLG3277,320,12/11/2017,13:05,TFN,AGP,AGP
VLG3277,320,13/11/2017,13:05,TFN,AGP,AGP
AEA5403,73H,10/11/2017,14:15,TFN,AGP,AGP
VLG3277,320,11/11/2017,15:20,TFN,AGP,AGP
AEA5403,73H,13/11/2017,20:30,TFN,AGP,AGP
AZA047,320,11/11/2017,14:10,TFN,FCO,ITALIA
AZA047,320,12/11/2017,14:10,TFN,FCO,ITALIA
AEA7143,73H,14/11/2017,8:05,TFN,SCQ,SCQ
VLG3246,320,12/11/2017,9:00,TFN,SCQ,SCQ
VLG3246,320,15/11/2017,9:00,TFN,SCQ,SCQ
IBE8205,CRK,11/11/2017,13:15,TFN,SCQ,SCQ
AEA5103,73H,10/11/2017,8:05,TFN,SVQ,SVQ
VLG3255,320,12/11/2017,14:55,TFN,SVQ,SVQ
VLG3255,320,10/11/2017,14:55,TFN,SVQ,SVQ
VLG3255,320,11/11/2017,14:55,TFN,SVQ,SVQ
VLG3255,320,13/11/2017,14:55,TFN,SVQ,SVQ
VLG3255,320,14/11/2017,14:55,TFN,SVQ,SVQ
VLG3255,320,15/11/2017,14:55,TFN,SVQ,SVQ
AEA5103,73H,13/11/2017,16:00,TFN,SVQ,SVQ
VLG3257,320,12/11/2017,20:50,TFN,SVQ,SVQ
